source_dataset,survey_year,respondent_id,age,age_band,female,race_ethnicity,education_level,census_region,household_size,household_income_2020_usd,income_is_banded,underserved_200fpl,underserved_method,pov_ratio,savings_behavior_index,financial_knowledge_score,credit_behavior_index,spending_behavior_index,net_worth_2020_usd,financial_assets_age20_2020_usd,debt_age20_2020_usd,asvab_math_verbal_pctile,asvab_math_knowledge,ap_econ_score,sample_type,weight
nlsy97_1997cohort,2000,26,20,18-24,0.0,1,1.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,12.87,,,1,125910
nlsy97_1997cohort,2001,27,20,18-24,0.0,1,,1.0,5.0,6012.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.19,0.0,,,,3757.0,0.0,0.0,9.16,,,1,114180
nlsy97_1997cohort,2003,28,20,18-24,1.0,1,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,22.0,21921.0,17.06,,,1,110561
nlsy97_1997cohort,2003,29,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,,,,1,270278
nlsy97_1997cohort,2001,30,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,36.76,0.258,,1,261824
nlsy97_1997cohort,2002,31,20,18-24,0.0,4,2.0,1.0,4.0,86952.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.26,100.0,,,,60647.0,5846.0,0.0,62.81,1.216,,1,273066
nlsy97_1997cohort,2001,32,20,18-24,1.0,4,2.0,1.0,3.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,57263.0,877.0,0.0,39.95,0.901,,1,253941
nlsy97_1997cohort,2000,33,20,18-24,1.0,4,2.0,1.0,5.0,174767.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.43,,,,,,0.0,0.0,96.66,1.647,,1,314483
nlsy97_1997cohort,2004,34,20,18-24,1.0,4,2.0,1.0,4.0,108658.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.07,,,,,,21921.0,0.0,35.11,,,1,318843
nlsy97_1997cohort,2003,35,20,18-24,0.0,4,2.0,1.0,3.0,7193.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.35,100.0,,,,,3361.0,0.0,59.27,,,1,277640
nlsy97_1997cohort,2000,36,20,18-24,1.0,4,2.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,,0.0,52.19,0.088,,1,348666
nlsy97_1997cohort,2000,37,20,18-24,1.0,4,2.0,1.0,4.0,116512.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.36,0.0,,,,27186.0,0.0,0.0,82.91,1.802,,1,320649
nlsy97_1997cohort,2001,38,20,18-24,1.0,4,2.0,1.0,4.0,78906.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.96,0.0,,,,56361.0,0.0,0.0,68.75,1.251,,1,258920
nlsy97_1997cohort,2000,39,20,18-24,0.0,2,2.0,1.0,4.0,175544.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.47,100.0,,,,11656.0,4.0,0.0,45.9,0.984,,1,108588
nlsy97_1997cohort,2004,40,20,18-24,1.0,4,1.0,1.0,5.0,7385.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.23,0.0,,,,,0.0,0.0,,,,1,293223
nlsy97_1997cohort,2003,41,20,18-24,1.0,4,2.0,1.0,5.0,31650.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.0,0.0,,,,3597.0,0.0,0.0,88.65,1.29,,1,275578
nlsy97_1997cohort,2003,42,20,18-24,0.0,4,2.0,1.0,5.0,40282.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.23,0.0,,,,12228.0,0.0,0.0,44.22,,,1,255331
nlsy97_1997cohort,2001,43,20,18-24,1.0,1,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,22.96,,,1,97296
nlsy97_1997cohort,2001,44,20,18-24,0.0,2,2.0,1.0,5.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,0.0,,,,26302.0,0.0,0.0,25.32,0.062,,1,100654
nlsy97_1997cohort,2004,45,20,18-24,1.0,1,1.0,1.0,2.0,10549.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.59,,,,,,0.0,1754.0,,,,1,97883
nlsy97_1997cohort,2004,46,20,18-24,0.0,1,1.0,1.0,1.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,0.0,,,,,0.0,0.0,,,,1,105822
nlsy97_1997cohort,2002,47,20,18-24,1.0,1,2.0,1.0,3.0,14614.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.72,100.0,,,,3800.0,146.0,0.0,46.48,0.223,,1,102097
nlsy97_1997cohort,2003,48,20,18-24,1.0,1,2.0,1.0,3.0,114084.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.48,0.0,,,,10790.0,0.0,0.0,63.77,0.054,,1,96295
nlsy97_1997cohort,2002,49,20,18-24,1.0,1,2.0,1.0,4.0,54802.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.02,100.0,,,,11691.0,1461.0,26305.0,79.41,0.966,,1,102097
nlsy97_1997cohort,2003,50,20,18-24,1.0,1,1.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,73.0,0.0,,,,1,96295
nlsy97_1997cohort,2000,51,20,18-24,0.0,1,2.0,1.0,5.0,27186.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.86,0.0,,,,3884.0,0.0,0.0,51.06,0.457,,1,109664
nlsy97_1997cohort,2003,52,20,18-24,0.0,1,1.0,1.0,5.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,7913.0,0.0,2923.0,29.82,,,1,104863
nlsy97_1997cohort,2004,53,20,18-24,1.0,1,2.0,1.0,5.0,119559.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.78,0.0,,,,,0.0,0.0,47.13,,,1,97883
nlsy97_1997cohort,2004,54,20,18-24,1.0,1,,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,58.54,,,1,97883
nlsy97_1997cohort,2001,55,20,18-24,1.0,2,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,3757.0,0.0,0.0,53.24,1.365,,1,76071
nlsy97_1997cohort,2002,56,20,18-24,1.0,4,2.0,1.0,3.0,6050.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.3,,,,,,3069.0,0.0,96.7,1.299,,1,279754
nlsy97_1997cohort,2002,57,20,18-24,0.0,1,2.0,1.0,5.0,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,,,,1,90991
nlsy97_1997cohort,2003,58,20,18-24,0.0,1,2.0,1.0,4.0,14386.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.53,0.0,,,,5323.0,0.0,0.0,15.24,,,1,104863
nlsy97_1997cohort,2001,59,20,18-24,1.0,1,2.0,1.0,3.0,78154.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.86,0.0,,,,,0.0,0.0,56.43,0.787,,1,97296
nlsy97_1997cohort,2004,60,20,18-24,0.0,4,2.0,1.0,10.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,1.36,,,1,281400
nlsy97_1997cohort,2003,61,20,18-24,1.0,1,2.0,1.0,3.0,51791.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.49,100.0,,,,4604.0,1023.0,0.0,44.5,0.004,,1,96295
nlsy97_1997cohort,2000,62,20,18-24,0.0,1,2.0,3.0,4.0,116512.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.29,100.0,,,,8700.0,4530.0,0.0,73.43,1.223,,1,113580
nlsy97_1997cohort,2004,63,20,18-24,1.0,1,2.0,3.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,52.92,,,1,101379
nlsy97_1997cohort,2000,64,20,18-24,0.0,1,2.0,1.0,6.0,174767.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.72,0.0,,,,36507.0,0.0,0.0,34.2,0.875,,1,113580
nlsy97_1997cohort,2004,65,20,18-24,0.0,1,,3.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,1.0,731.0,27.47,,,1,109601
nlsy97_1997cohort,2000,66,20,18-24,0.0,1,2.0,1.0,7.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,,,,1,113580
nlsy97_1997cohort,2000,67,20,18-24,0.0,1,2.0,1.0,7.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,11651.0,0.0,0.0,,,,1,113580
nlsy97_1997cohort,2001,68,20,18-24,0.0,1,2.0,1.0,7.0,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,,,,1,102999
nlsy97_1997cohort,2001,69,20,18-24,1.0,1,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,375743.0,0.0,0.0,81.32,1.024,,1,100771
nlsy97_1997cohort,2002,70,20,18-24,0.0,1,2.0,1.0,4.0,124218.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.65,0.0,,,,9499.0,0.0,0.0,56.71,0.509,,1,94241
nlsy97_1997cohort,2000,71,20,18-24,0.0,1,2.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,,,,1,113580
nlsy97_1997cohort,2002,72,20,18-24,1.0,1,,1.0,4.0,32881.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.23,0.0,,,,3653.0,0.0,0.0,,,,1,105744
nlsy97_1997cohort,2004,73,20,18-24,0.0,1,2.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,10230.0,,,,1,109601
nlsy97_1997cohort,2003,74,20,18-24,0.0,4,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,,0.0,,,,1,250421
nlsy97_1997cohort,2002,75,20,18-24,0.0,4,2.0,1.0,5.0,10960.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.35,100.0,,,,5261.0,2923.0,1315.0,7.56,,,1,289129
nlsy97_1997cohort,2002,76,20,18-24,0.0,4,2.0,1.0,1.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,0.0,,,,,0.0,0.0,34.06,0.528,,1,289129
nlsy97_1997cohort,2004,77,20,18-24,1.0,2,2.0,1.0,5.0,158592.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.01,0.0,,,,,0.0,365.0,,,,1,102704
nlsy97_1997cohort,2001,78,20,18-24,1.0,4,2.0,1.0,2.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,29.03,0.056,,1,313374
nlsy97_1997cohort,2003,79,20,18-24,0.0,2,1.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,3597.0,0.0,0.0,10.56,,,1,109775
nlsy97_1997cohort,2001,80,20,18-24,0.0,1,1.0,1.0,4.0,9018.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.34,0.0,,,,3757.0,0.0,0.0,11.01,,,1,122722
nlsy97_1997cohort,2004,81,20,18-24,1.0,1,1.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,2.39,,,1,120792
nlsy97_1997cohort,2004,82,20,18-24,0.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,69.94,,,1,86613
nlsy97_1997cohort,2001,83,20,18-24,0.0,2,1.0,1.0,3.0,54107.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.6,0.0,,,,13076.0,0.0,0.0,8.01,,,1,100654
nlsy97_1997cohort,2004,84,20,18-24,1.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,42.13,,,1,83226
nlsy97_1997cohort,2004,85,20,18-24,0.0,4,2.0,1.0,2.0,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,7633.0,1900.0,70.11,,,1,319696
nlsy97_1997cohort,2000,86,20,18-24,1.0,4,2.0,1.0,4.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,100.0,,,,2952.0,292.0,1169.0,13.72,,,1,357282
nlsy97_1997cohort,2004,87,20,18-24,0.0,2,2.0,1.0,1.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,,,,,,10230.0,43842.0,75.58,0.395,,1,238852
nlsy97_1997cohort,2001,88,20,18-24,0.0,4,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,5.93,,,1,297457
nlsy97_1997cohort,2001,89,20,18-24,0.0,4,2.0,1.0,8.0,39077.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.89,0.0,,,,56361.0,0.0,0.0,78.89,1.471,,1,268901
nlsy97_1997cohort,2001,90,20,18-24,0.0,2,2.0,1.0,4.0,76651.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.87,0.0,,,,11272.0,0.0,0.0,,,,1,237947
nlsy97_1997cohort,2002,91,20,18-24,1.0,2,2.0,1.0,4.0,105950.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.97,0.0,,,,25574.0,0.0,0.0,,,,1,197891
nlsy97_1997cohort,2003,92,20,18-24,0.0,4,1.0,1.0,4.0,21580.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.8,0.0,,,,10790.0,0.0,0.0,4.36,,,1,261077
nlsy97_1997cohort,2003,93,20,18-24,0.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,585.0,5.35,,,1,211045
nlsy97_1997cohort,2000,94,20,18-24,1.0,1,2.0,1.0,3.0,60586.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.91,100.0,,,,32934.0,5699.0,292.0,79.94,0.713,,1,80941
nlsy97_1997cohort,2002,95,20,18-24,0.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,8768.0,0.0,27.98,,,1,93976
nlsy97_1997cohort,2002,96,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,,,,1,282996
nlsy97_1997cohort,2000,97,20,18-24,0.0,2,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,58.18,1.082,,1,251167
nlsy97_1997cohort,2000,98,20,18-24,0.0,4,2.0,1.0,1.0,18642.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.38,,,,,,,,44.31,0.566,,1,309623
nlsy97_1997cohort,2002,99,20,18-24,0.0,2,1.0,1.0,4.0,36535.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.37,100.0,,,,5846.0,2192.0,0.0,,,,1,97661
nlsy97_1997cohort,2001,100,20,18-24,1.0,1,1.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,,,10.09,,,1,101111
nlsy97_1997cohort,2001,101,20,18-24,1.0,1,1.0,1.0,6.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,0.0,,,,2254.0,0.0,1461.0,,,,1,101111
nlsy97_1997cohort,2002,102,20,18-24,1.0,2,2.0,1.0,5.0,91336.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.8,100.0,,,,,1169.0,8768.0,35.32,0.098,,1,217367
nlsy97_1997cohort,2003,103,20,18-24,1.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,66.58,0.26,,1,224369
nlsy97_1997cohort,2000,104,20,18-24,1.0,4,2.0,1.0,6.0,135153.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.71,100.0,,,,4660.0,731.0,0.0,58.48,1.095,,1,336171
nlsy97_1997cohort,2003,105,20,18-24,0.0,4,2.0,1.0,6.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,0.0,,,,,0.0,23382.0,74.88,,,1,267691
nlsy97_1997cohort,2001,106,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,34.52,,,1,279881
nlsy97_1997cohort,2002,107,20,18-24,1.0,4,2.0,1.0,6.0,23382.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.64,100.0,,,,4092.0,438.0,0.0,94.84,1.6,,1,299047
nlsy97_1997cohort,2004,108,20,18-24,0.0,4,2.0,1.0,5.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,0.0,,,,,21921.0,0.0,83.76,,,1,300806
nlsy97_1997cohort,2002,109,20,18-24,1.0,4,2.0,1.0,6.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,7891.0,4238.0,0.0,90.87,0.999,,1,299047
nlsy97_1997cohort,2004,110,20,18-24,1.0,4,2.0,1.0,6.0,162812.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.38,100.0,,,,,,0.0,43.86,,,1,307418
nlsy97_1997cohort,2001,111,20,18-24,1.0,4,2.0,1.0,1.0,12024.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.89,,,,,,2923.0,438.0,82.32,1.478,,1,271454
nlsy97_1997cohort,2004,112,20,18-24,1.0,4,2.0,1.0,4.0,165625.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.1,100.0,,,,,731.0,25574.0,57.73,0.358,,1,306442
nlsy97_1997cohort,2004,113,20,18-24,0.0,4,2.0,1.0,6.0,309729.0,False,0.0,CV_HH_POV_RATIO<=200pct,8.51,0.0,,,,,13152.0,0.0,76.84,,,1,299852
nlsy97_1997cohort,2002,114,20,18-24,1.0,4,2.0,1.0,4.0,204594.0,False,0.0,CV_HH_POV_RATIO<=200pct,7.66,100.0,,,,353788.0,132.0,11691.0,65.34,0.502,,1,298098
nlsy97_1997cohort,2004,115,20,18-24,1.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,146.0,731.0,53.13,,,1,201811
nlsy97_1997cohort,2004,116,20,18-24,0.0,1,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,,,,1,112046
nlsy97_1997cohort,2004,117,20,18-24,0.0,1,2.0,1.0,4.0,24615.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.92,0.0,,,,,0.0,10230.0,,,,1,112046
nlsy97_1997cohort,2000,118,20,18-24,0.0,4,2.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,,,,1,303286
nlsy97_1997cohort,2002,119,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,33.09,,,1,277203
nlsy97_1997cohort,2002,120,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,,,,1,277203
nlsy97_1997cohort,2001,121,20,18-24,0.0,4,2.0,1.0,4.0,180506.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.65,100.0,,,,12775.0,2923.0,1461.0,80.7,0.61,,1,261824
nlsy97_1997cohort,2004,122,20,18-24,0.0,4,2.0,3.0,2.0,42549.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.46,100.0,,,,,205.0,2192.0,59.6,,,1,281400
nlsy97_1997cohort,2000,123,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,,,,1,298759
nlsy97_1997cohort,2002,124,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,,,,1,273066
nlsy97_1997cohort,2004,125,20,18-24,1.0,4,2.0,1.0,5.0,180394.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.7,100.0,,,,,731.0,0.0,67.04,,,1,287584
nlsy97_1997cohort,2001,126,20,18-24,0.0,4,2.0,1.0,5.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,42835.0,7307.0,0.0,35.3,0.546,,1,261824
nlsy97_1997cohort,2002,127,20,18-24,1.0,4,2.0,1.0,4.0,166598.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.14,0.0,,,,2923.0,0.0,731.0,58.71,1.014,2.0,1,288362
nlsy97_1997cohort,2002,128,20,18-24,1.0,4,2.0,1.0,3.0,124583.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.98,100.0,,,,11691.0,5846.0,0.0,71.62,0.771,,1,288362
nlsy97_1997cohort,2000,129,20,18-24,1.0,4,2.0,1.0,4.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,11962.0,292.0,0.0,61.98,1.934,,1,324159
nlsy97_1997cohort,2001,130,20,18-24,1.0,4,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,26302.0,0.0,0.0,39.65,1.358,,1,261754
nlsy97_1997cohort,2000,131,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,98.34,1.513,,1,307952
nlsy97_1997cohort,2003,132,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,89.33,0.783,,1,258126
nlsy97_1997cohort,2002,133,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,804.0,0.0,83.79,1.185,4.0,1,281468
nlsy97_1997cohort,2004,134,20,18-24,0.0,4,2.0,1.0,5.0,158240.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.84,100.0,,,,,146.0,0.0,,,,1,290058
nlsy97_1997cohort,2001,135,20,18-24,0.0,4,2.0,1.0,1.0,3757.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.28,,,,,,,0.0,94.83,1.794,,1,269880
nlsy97_1997cohort,2003,136,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,89.03,0.376,,1,278594
nlsy97_1997cohort,2000,137,20,18-24,1.0,4,1.0,1.0,6.0,58256.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.6,0.0,,,,11651.0,0.0,0.0,63.33,0.585,,1,327319
nlsy97_1997cohort,2004,138,20,18-24,0.0,4,2.0,1.0,1.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,0.0,,,,,0.0,0.0,60.42,,,1,297033
nlsy97_1997cohort,2004,139,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,98.91,0.471,,1,303561
nlsy97_1997cohort,2003,140,20,18-24,0.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,79.41,0.44,,1,235853
