source_dataset,survey_year,respondent_id,age,age_band,female,education_level,census_region,household_size,underserved_200fpl,underserved_method,lives_in_parents_home,household_income_2020_usd,income_is_banded,financial_knowledge_score,savings_behavior_index,credit_behavior_index,spending_behavior_index,weight
nfcs_2021,2021,2021010710,,18-24,1.0,3,1,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,100.0,50.0,66.67,50.0,4.316541775
nfcs_2021,2021,2021010723,,18-24,1.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,28654.0,True,60.0,100.0,100.0,62.5,1.506532314
nfcs_2021,2021,2021010724,,18-24,0.0,3,3,6,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,60.0,100.0,66.67,25.0,1.391292529
nfcs_2021,2021,2021010726,,18-24,1.0,4,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,100.0,50.0,33.33,100.0,0.834315868
nfcs_2021,2021,2021010727,,18-24,1.0,2,1,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,19103.0,True,0.0,100.0,50.0,87.5,2.122476197
nfcs_2021,2021,2021010733,,18-24,0.0,2,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,40.0,50.0,33.33,62.5,1.19990134
nfcs_2021,2021,2021010738,,18-24,1.0,4,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,40593.0,True,40.0,0.0,0.0,100.0,2.474464068
nfcs_2021,2021,2021010748,,18-24,1.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,0.0,100.0,66.67,100.0,0.807538255
nfcs_2021,2021,2021010749,,18-24,1.0,1,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,0.0,50.0,0.0,62.5,1.033049003
nfcs_2021,2021,2021010754,,18-24,1.0,3,3,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,60.0,50.0,0.0,0.0,1.033049003
nfcs_2021,2021,2021010764,,18-24,1.0,3,1,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,7163.0,True,40.0,100.0,0.0,50.0,1.830500761
nfcs_2021,2021,2021010783,,18-24,1.0,3,4,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,40.0,0.0,33.33,62.5,0.932770903
nfcs_2021,2021,2021010786,,18-24,1.0,4,4,4,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,83574.0,True,60.0,50.0,66.67,50.0,0.433427992
nfcs_2021,2021,2021010792,,18-24,0.0,4,3,4,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,60.0,100.0,50.0,62.5,2.87412576
nfcs_2021,2021,2021010796,,18-24,0.0,2,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,59695.0,True,20.0,100.0,33.33,87.5,1.50914216
nfcs_2021,2021,2021010803,,18-24,0.0,2,3,3,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,59695.0,True,60.0,100.0,33.33,62.5,1.19990134
nfcs_2021,2021,2021010805,,18-24,1.0,2,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,19103.0,True,40.0,100.0,0.0,50.0,2.436054261
nfcs_2021,2021,2021010806,,18-24,0.0,3,2,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,40593.0,True,20.0,100.0,33.33,87.5,1.558444309
nfcs_2021,2021,2021010844,,18-24,1.0,4,4,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,83574.0,True,80.0,100.0,33.33,100.0,1.022075528
nfcs_2021,2021,2021010853,,18-24,0.0,3,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,20.0,50.0,33.33,75.0,3.558739399
nfcs_2021,2021,2021010854,,18-24,0.0,3,4,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,20.0,100.0,66.67,75.0,0.623350038
nfcs_2021,2021,2021010858,,18-24,1.0,2,1,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,60.0,100.0,66.67,100.0,2.122476197
nfcs_2021,2021,2021010863,,18-24,0.0,1,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,0.0,50.0,50.0,87.5,1.118581138
nfcs_2021,2021,2021010870,,18-24,0.0,4,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,59695.0,True,40.0,100.0,0.0,62.5,0.969069933
nfcs_2021,2021,2021010872,,18-24,0.0,2,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,7163.0,True,20.0,100.0,50.0,100.0,1.118581138
nfcs_2021,2021,2021010882,,18-24,0.0,2,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,28654.0,True,20.0,50.0,33.33,50.0,1.391292529
nfcs_2021,2021,2021010886,,18-24,1.0,2,3,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,40.0,0.0,33.33,12.5,3.063878726
nfcs_2021,2021,2021010892,,18-24,1.0,4,3,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,59695.0,True,60.0,50.0,66.67,50.0,1.049337316
nfcs_2021,2021,2021010895,,18-24,0.0,2,2,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,7163.0,True,0.0,50.0,0.0,50.0,0.613384041
nfcs_2021,2021,2021010914,,18-24,0.0,2,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,59695.0,True,60.0,100.0,0.0,100.0,1.807025171
nfcs_2021,2021,2021010915,,18-24,0.0,3,4,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,80.0,50.0,0.0,75.0,1.469934641
nfcs_2021,2021,2021010916,,18-24,0.0,4,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,59695.0,True,40.0,100.0,33.33,100.0,1.717133692
nfcs_2021,2021,2021010917,,18-24,1.0,3,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,167147.0,True,80.0,100.0,0.0,87.5,0.531965734
nfcs_2021,2021,2021010921,,18-24,1.0,3,4,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,7163.0,True,60.0,100.0,33.33,62.5,0.751611914
nfcs_2021,2021,2021010923,,18-24,0.0,3,4,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,80.0,100.0,66.67,87.5,1.539940634
nfcs_2021,2021,2021010928,,18-24,1.0,3,4,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,40.0,100.0,33.33,75.0,0.500298647
nfcs_2021,2021,2021010932,,18-24,1.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,20.0,50.0,100.0,25.0,1.197826282
nfcs_2021,2021,2021010933,,18-24,1.0,5,2,4,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,0.0,100.0,100.0,87.5,1.256461447
nfcs_2021,2021,2021010954,,18-24,1.0,4,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,40.0,100.0,100.0,100.0,0.426498431
nfcs_2021,2021,2021010963,,18-24,1.0,3,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,19103.0,True,0.0,100.0,0.0,100.0,3.063878726
nfcs_2021,2021,2021010964,,18-24,0.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,83574.0,True,80.0,100.0,33.33,62.5,1.19990134
nfcs_2021,2021,2021010968,,18-24,0.0,2,4,5,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,7163.0,True,0.0,50.0,66.67,50.0,0.873008096
nfcs_2021,2021,2021010988,,18-24,0.0,2,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,0.0,0.0,0.0,50.0,1.391292529
nfcs_2021,2021,2021010989,,18-24,1.0,1,2,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,0.0,0.0,0.0,0.0,1.250802168
nfcs_2021,2021,2021010992,,18-24,1.0,2,2,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,60.0,50.0,33.33,50.0,0.455443955
nfcs_2021,2021,2021010994,,18-24,1.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,59695.0,True,100.0,100.0,50.0,50.0,1.446795682
nfcs_2021,2021,2021011002,,18-24,0.0,2,1,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,0.0,100.0,100.0,50.0,2.465286763
nfcs_2021,2021,2021011012,,18-24,1.0,1,1,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,40.0,100.0,100.0,50.0,1.706443318
nfcs_2021,2021,2021011013,,18-24,1.0,1,4,5,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,83574.0,True,60.0,100.0,33.33,50.0,0.622272043
nfcs_2021,2021,2021011014,,18-24,0.0,2,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,40.0,50.0,33.33,0.0,1.391292529
nfcs_2021,2021,2021011031,,18-24,1.0,1,4,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,7163.0,True,20.0,50.0,66.67,62.5,0.458650499
nfcs_2021,2021,2021011034,,18-24,1.0,2,1,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,60.0,50.0,33.33,87.5,2.122476197
nfcs_2021,2021,2021011043,,18-24,1.0,2,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,59695.0,True,20.0,0.0,0.0,75.0,1.555749201
nfcs_2021,2021,2021011054,,18-24,1.0,1,1,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,0.0,50.0,0.0,0.0,4.316541775
nfcs_2021,2021,2021011056,,18-24,1.0,2,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,40593.0,True,0.0,50.0,66.67,100.0,2.122476197
nfcs_2021,2021,2021011063,,18-24,1.0,2,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,59695.0,True,0.0,0.0,50.0,100.0,0.379837096
nfcs_2021,2021,2021011071,,18-24,1.0,2,4,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,0.0,0.0,100.0,100.0,0.458650499
nfcs_2021,2021,2021011086,,18-24,1.0,4,2,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,40.0,0.0,100.0,50.0,1.256461447
nfcs_2021,2021,2021011088,,18-24,1.0,2,2,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,20.0,0.0,0.0,100.0,0.528089895
nfcs_2021,2021,2021011100,,18-24,1.0,3,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,40.0,100.0,33.33,87.5,2.122476197
nfcs_2021,2021,2021011109,,18-24,1.0,3,4,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,20.0,50.0,33.33,50.0,0.536670069
nfcs_2021,2021,2021011124,,18-24,1.0,2,4,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,59695.0,True,40.0,100.0,66.67,75.0,0.458650499
nfcs_2021,2021,2021011140,,18-24,0.0,2,3,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,40.0,50.0,33.33,62.5,1.749859045
nfcs_2021,2021,2021011155,,18-24,0.0,2,3,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,19103.0,True,20.0,100.0,33.33,87.5,1.19990134
nfcs_2021,2021,2021011169,,18-24,1.0,2,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,0.0,50.0,33.33,50.0,1.830500761
nfcs_2021,2021,2021011175,,18-24,1.0,2,3,5,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,0.0,0.0,66.67,75.0,0.696450397
nfcs_2021,2021,2021011179,,18-24,0.0,2,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,59695.0,True,0.0,0.0,0.0,87.5,0.808937197
nfcs_2021,2021,2021011199,,18-24,1.0,2,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,40593.0,True,0.0,100.0,100.0,75.0,1.299288327
nfcs_2021,2021,2021011212,,18-24,1.0,3,3,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,83574.0,True,60.0,100.0,100.0,62.5,1.033049003
nfcs_2021,2021,2021011220,,18-24,1.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,80.0,100.0,0.0,25.0,1.299288327
nfcs_2021,2021,2021011221,,18-24,1.0,2,3,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,40.0,100.0,33.33,50.0,1.033049003
nfcs_2021,2021,2021011230,,18-24,0.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,0.0,50.0,50.0,100.0,1.19990134
nfcs_2021,2021,2021011233,,18-24,1.0,4,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,83574.0,True,100.0,100.0,33.33,75.0,1.168467896
nfcs_2021,2021,2021011235,,18-24,0.0,2,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,7163.0,True,40.0,50.0,33.33,50.0,1.132924808
nfcs_2021,2021,2021011237,,18-24,1.0,3,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,59695.0,True,20.0,100.0,0.0,100.0,2.122476197
nfcs_2021,2021,2021011241,,18-24,1.0,4,3,4,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,167147.0,True,20.0,100.0,33.33,100.0,0.967394064
nfcs_2021,2021,2021011256,,18-24,1.0,4,1,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,20.0,100.0,33.33,100.0,3.486145659
nfcs_2021,2021,2021011259,,18-24,0.0,3,3,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,40.0,50.0,66.67,50.0,1.19990134
nfcs_2021,2021,2021011267,,18-24,1.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,40593.0,True,60.0,50.0,66.67,12.5,0.649250277
nfcs_2021,2021,2021011274,,18-24,1.0,2,3,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,0.0,50.0,66.67,50.0,1.033049003
nfcs_2021,2021,2021011286,,18-24,0.0,4,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,59695.0,True,20.0,50.0,33.33,100.0,0.427237277
nfcs_2021,2021,2021011297,,18-24,1.0,4,4,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,83574.0,True,0.0,50.0,66.67,75.0,0.502562258
nfcs_2021,2021,2021011298,,18-24,1.0,2,4,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,0.0,50.0,33.33,87.5,0.536670069
nfcs_2021,2021,2021011306,,18-24,1.0,4,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,59695.0,True,0.0,100.0,0.0,100.0,2.555302308
nfcs_2021,2021,2021011307,,18-24,1.0,4,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,167147.0,True,20.0,100.0,33.33,25.0,0.967394064
nfcs_2021,2021,2021011316,,18-24,0.0,2,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,83574.0,True,80.0,50.0,0.0,87.5,1.558444309
nfcs_2021,2021,2021011346,,18-24,1.0,2,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,59695.0,True,0.0,100.0,0.0,75.0,1.033049003
nfcs_2021,2021,2021011350,,18-24,1.0,2,2,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,0.0,50.0,0.0,87.5,1.341734763
nfcs_2021,2021,2021011354,,18-24,1.0,2,4,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,59695.0,True,0.0,50.0,0.0,50.0,0.622272043
nfcs_2021,2021,2021011360,,18-24,1.0,3,3,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,60.0,50.0,33.33,50.0,0.975385896
nfcs_2021,2021,2021011367,,18-24,1.0,3,2,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,20.0,50.0,0.0,0.0,1.555749201
nfcs_2021,2021,2021011374,,18-24,1.0,2,3,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,0.0,0.0,33.33,50.0,1.197826282
nfcs_2021,2021,2021011376,,18-24,1.0,2,3,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,20.0,0.0,0.0,50.0,1.197826282
nfcs_2021,2021,2021011379,,18-24,1.0,2,3,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,59695.0,True,0.0,100.0,33.33,87.5,1.299288327
nfcs_2021,2021,2021011383,,18-24,1.0,3,4,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,60.0,100.0,33.33,62.5,0.622272043
nfcs_2021,2021,2021011386,,18-24,1.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,28654.0,True,60.0,0.0,33.33,75.0,1.197826282
nfcs_2021,2021,2021011403,,18-24,1.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,0.0,100.0,100.0,25.0,3.063878726
nfcs_2021,2021,2021011409,,18-24,1.0,3,3,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,60.0,100.0,100.0,75.0,1.506532314
nfcs_2021,2021,2021011413,,18-24,1.0,3,3,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,60.0,100.0,100.0,75.0,1.446795682
nfcs_2021,2021,2021011419,,18-24,0.0,2,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,20.0,50.0,33.33,87.5,1.391292529
nfcs_2021,2021,2021011420,,18-24,1.0,2,1,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,7163.0,True,20.0,50.0,66.67,50.0,2.122476197
nfcs_2021,2021,2021011422,,18-24,1.0,3,4,5,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,0.0,100.0,100.0,62.5,0.458650499
nfcs_2021,2021,2021011423,,18-24,1.0,2,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,238782.0,True,40.0,50.0,100.0,25.0,1.197826282
nfcs_2021,2021,2021011431,,18-24,1.0,2,2,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,20.0,100.0,33.33,50.0,0.455443955
nfcs_2021,2021,2021011433,,18-24,1.0,2,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,19103.0,True,0.0,50.0,0.0,87.5,1.197826282
nfcs_2021,2021,2021011439,,18-24,1.0,4,3,4,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,0.0,0.0,0.0,75.0,0.967394064
nfcs_2021,2021,2021011442,,18-24,0.0,3,4,3,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,100.0,0.0,33.33,62.5,1.083426878
nfcs_2021,2021,2021011446,,18-24,1.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,59695.0,True,0.0,100.0,33.33,50.0,1.506532314
nfcs_2021,2021,2021011452,,18-24,1.0,1,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,59695.0,True,40.0,100.0,66.67,75.0,1.506532314
nfcs_2021,2021,2021011455,,18-24,1.0,3,2,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,20.0,100.0,33.33,50.0,1.555749201
nfcs_2021,2021,2021011460,,18-24,1.0,2,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,28654.0,True,20.0,50.0,0.0,0.0,1.197826282
nfcs_2021,2021,2021011475,,18-24,1.0,3,4,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,40593.0,True,60.0,100.0,66.67,100.0,1.589751039
nfcs_2021,2021,2021011477,,18-24,1.0,3,3,1,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,7163.0,True,100.0,50.0,0.0,50.0,2.436054261
nfcs_2021,2021,2021011484,,18-24,0.0,2,3,5,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,28654.0,True,40.0,100.0,50.0,50.0,1.19990134
nfcs_2021,2021,2021011490,,18-24,1.0,2,4,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,7163.0,True,40.0,100.0,66.67,50.0,0.932770903
nfcs_2021,2021,2021011491,,18-24,0.0,4,2,2,1.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,19103.0,True,40.0,100.0,0.0,75.0,1.258638082
