source_dataset,survey_year,respondent_id,age,age_band,female,education_level,census_region,household_size,underserved_200fpl,underserved_method,lives_in_parents_home,household_income_2020_usd,income_is_banded,financial_knowledge_score,savings_behavior_index,credit_behavior_index,spending_behavior_index,weight
nfcs_2018,2018,2018018953,,18-24,1.0,5,3,5,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,0.0,100.0,33.33,100.0,0.80835753
nfcs_2018,2018,2018020073,,18-24,0.0,2,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,40.0,0.0,33.33,100.0,0.53267594
nfcs_2018,2018,2018021100,,18-24,0.0,3,1,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,40.0,50.0,0.0,37.5,0.53267594
nfcs_2018,2018,2018022668,,18-24,0.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,0.0,100.0,33.33,75.0,1.62468507
nfcs_2018,2018,2018022695,,18-24,0.0,3,3,4,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,20.0,0.0,0.0,50.0,0.96072187
nfcs_2018,2018,2018022908,,18-24,0.0,5,2,4,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,20.0,100.0,33.33,75.0,1.83669641
nfcs_2018,2018,2018022993,,18-24,1.0,4,3,3,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,100.0,100.0,33.33,75.0,1.28321267
nfcs_2018,2018,2018022998,,18-24,1.0,2,3,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,60.0,50.0,100.0,50.0,1.01790953
nfcs_2018,2018,2018023118,,18-24,1.0,5,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,60.0,0.0,33.33,100.0,0.54175553
nfcs_2018,2018,2018023595,,18-24,1.0,3,4,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,40.0,100.0,66.67,75.0,0.40065216
nfcs_2018,2018,2018024162,,18-24,0.0,3,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,60.0,0.0,33.33,100.0,0.62786314
nfcs_2018,2018,2018027254,,18-24,0.0,2,3,4,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,60.0,100.0,33.33,100.0,1.81156762
nfcs_2018,2018,2018027418,,18-24,0.0,4,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,20.0,50.0,33.33,100.0,0.42301658
nfcs_2018,2018,2018027426,,18-24,1.0,2,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,60.0,50.0,0.0,25.0,1.48179253
nfcs_2018,2018,2018027606,,18-24,1.0,3,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,20.0,0.0,33.33,25.0,1.89451679
nfcs_2018,2018,2018027672,,18-24,1.0,3,1,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,20.0,50.0,33.33,100.0,1.89451679
nfcs_2018,2018,2018027918,,18-24,0.0,4,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,20.0,100.0,100.0,50.0,0.76294282
nfcs_2018,2018,2018027979,,18-24,0.0,3,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,60.0,100.0,0.0,87.5,0.53267594
nfcs_2018,2018,2018028001,,18-24,0.0,3,3,3,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,80.0,100.0,66.67,100.0,1.43350037
nfcs_2018,2018,2018028005,,18-24,0.0,3,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,80.0,0.0,33.33,87.5,2.66800776
nfcs_2018,2018,2018028060,,18-24,1.0,4,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,0.0,50.0,0.0,75.0,0.30037844
nfcs_2018,2018,2018028089,,18-24,1.0,3,4,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,40.0,50.0,33.33,50.0,0.40065216
nfcs_2018,2018,2018028093,,18-24,0.0,2,1,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,0.0,100.0,0.0,87.5,0.53267594
nfcs_2018,2018,2018028307,,18-24,1.0,4,1,3,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,40.0,100.0,66.67,100.0,0.34043965
nfcs_2018,2018,2018028308,,18-24,0.0,3,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,100.0,50.0,0.0,100.0,1.84121564
nfcs_2018,2018,2018028395,,18-24,0.0,4,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,60.0,0.0,0.0,100.0,0.42301658
nfcs_2018,2018,2018028432,,18-24,1.0,3,3,4,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,40.0,100.0,33.33,75.0,1.28637004
nfcs_2018,2018,2018028458,,18-24,1.0,3,4,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,40.0,100.0,33.33,100.0,0.58357067
nfcs_2018,2018,2018028479,,18-24,0.0,5,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,40.0,100.0,33.33,87.5,1.46217369
nfcs_2018,2018,2018029198,,18-24,0.0,5,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,0.0,50.0,0.0,75.0,0.42301658
nfcs_2018,2018,2018029316,,18-24,0.0,5,3,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,0.0,100.0,100.0,100.0,1.13839275
nfcs_2018,2018,2018029796,,18-24,0.0,2,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,40.0,100.0,0.0,100.0,1.62468507
nfcs_2018,2018,2018030268,,18-24,0.0,3,3,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,0.0,100.0,33.33,100.0,1.62468507
nfcs_2018,2018,2018033676,,18-24,1.0,2,3,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,60.0,100.0,33.33,100.0,1.15366723
nfcs_2018,2018,2018033951,,18-24,1.0,2,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,0.0,100.0,33.33,100.0,2.14718683
nfcs_2018,2018,2018034327,,18-24,0.0,3,2,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,80.0,100.0,33.33,100.0,0.62786314
nfcs_2018,2018,2018034527,,18-24,0.0,1,4,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,80.0,50.0,33.33,75.0,0.82191818
nfcs_2018,2018,2018034625,,18-24,0.0,5,3,3,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,20.0,50.0,66.67,87.5,1.63049787
nfcs_2018,2018,2018034653,,18-24,0.0,3,2,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,80.0,50.0,33.33,87.5,0.62786314
nfcs_2018,2018,2018034784,,18-24,1.0,3,1,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,20.0,100.0,33.33,87.5,0.37824609
nfcs_2018,2018,2018034809,,18-24,1.0,3,4,1,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),1,180369.0,True,80.0,100.0,33.33,100.0,1.30273739
nfcs_2018,2018,2018034811,,18-24,0.0,5,4,3,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,40.0,50.0,33.33,100.0,0.65264407
nfcs_2018,2018,2018035673,,18-24,1.0,4,2,2,0.0,income_band_midpoint_vs_200fpl_by_hhsize(coarse),0,180369.0,True,0.0,100.0,33.33,100.0,0.35405495
